Reporting_Date,Customer_ID,Region,Customer_Segment,Age,Tenure_Months,Acquisition_Channel,Plan,Active_Flag,Data_Usage_GB,Voice_Minutes,SMS_Count,Base_Monthly_Fee_GHS,Gross_Revenue_GHS,Promotion_Flag,Discount_GHS,Net_Revenue_GHS,Acquisition_Cost_GHS,Direct_Cost_GHS,Contribution_GHS,Contribution_Margin_Pct,Churn_Flag,Campaign_ID,Competitor_Price_Index,Market_Share_Pct,Target_Revenue_GHS,Revenue_Variance_GHS,Revenue_Variance_Pct
11/30/2026,CUST-000474,Ashanti,Corporate,30 ,20 ,Agent,Premium,1,0.80 ,105 ,13 ,160 ,165.90 ,1,31.25 ,134.65 ,0.00 ,6.69 ,127.96 ,95.03 ,0,CMP-004,96.62 ,29.66 ,173.64 ,(38.99),(22.45)
11/30/2026,CUST-000475,Northern,Youth,28 ,55 ,Digital,Smart,1,4.19 ,54 ,20 ,100 ,113.88 ,0,0.00 ,113.88 ,0.00 ,10.15 ,103.73 ,91.09 ,0,NONE,96.93 ,22.49 ,110.43 ,3.45 ,3.12 
11/30/2026,CUST-000509,Ashanti,Youth,39 ,84 ,Agent,Smart,1,2.06 ,106 ,21 ,100 ,111.02 ,0,0.00 ,111.02 ,0.00 ,9.46 ,101.56 ,91.48 ,0,NONE,90.37 ,28.37 ,108.72 ,2.30 ,2.12 
11/30/2026,CUST-000525,Eastern,Mass Market,46 ,54 ,Digital,Smart,1,5.24 ,110 ,20 ,100 ,117.75 ,0,0.00 ,117.75 ,0.00 ,14.29 ,103.46 ,87.86 ,0,NONE,107.84 ,21.73 ,123.54 ,(5.79),(4.69)
11/30/2026,CUST-000542,Volta,Mass Market,46 ,21 ,Partner,Premium,1,5.03 ,124 ,17 ,160 ,176.18 ,0,0.00 ,176.18 ,0.00 ,16.02 ,160.16 ,90.91 ,0,NONE,99.60 ,20.15 ,181.35 ,(5.17),(2.85)
11/30/2026,CUST-000551,Eastern,SME,30 ,84 ,Agent,Data Plus,1,2.70 ,156 ,14 ,70 ,82.58 ,0,0.00 ,82.58 ,0.00 ,14.49 ,68.09 ,82.45 ,0,NONE,99.40 ,21.72 ,82.38 ,0.20 ,0.24 
11/30/2026,CUST-000562,Bono,Professional,18 ,16 ,Retail Shop,Data Plus,1,2.78 ,25 ,21 ,70 ,76.03 ,1,10.49 ,65.54 ,0.00 ,8.83 ,56.71 ,86.53 ,0,NONE,106.25 ,20.51 ,84.20 ,(18.66),(22.16)
11/30/2026,CUST-000576,Greater Accra,Mass Market,20 ,14 ,Agent,Business,1,7.15 ,52 ,11 ,300 ,313.70 ,0,0.00 ,313.70 ,0.00 ,15.43 ,298.27 ,95.08 ,0,NONE,99.94 ,31.64 ,334.74 ,(21.04),(6.29)
11/30/2026,CUST-000576,Western,Professional,26 ,68 ,Digital,Premium,1,23.65 ,189 ,15 ,160 ,213.94 ,1,27.38 ,186.56 ,0.00 ,42.46 ,144.10 ,77.24 ,0,NONE,104.14 ,26.02 ,219.37 ,(32.81),(14.96)
11/30/2026,CUST-000588,Central,Youth,40 ,24 ,Agent,Basic,1,3.27 ,42 ,22 ,35 ,44.81 ,0,0.00 ,44.81 ,0.00 ,10.73 ,34.08 ,76.05 ,0,NONE,97.01 ,23.17 ,49.45 ,(4.64),(9.38)
11/30/2026,CUST-000610,Eastern,Mass Market,23 ,58 ,Digital,Data Plus,1,0.63 ,86 ,19 ,70 ,75.69 ,0,0.00 ,75.69 ,0.00 ,8.85 ,66.84 ,88.31 ,0,CMP-001,106.10 ,25.54 ,78.72 ,(3.03),(3.85)
11/30/2026,CUST-000625,Greater Accra,Youth,60 ,30 ,Corporate Sales,Basic,1,0.17 ,18 ,25 ,35 ,36.64 ,0,0.00 ,36.64 ,0.00 ,5.31 ,31.33 ,85.51 ,0,NONE,97.61 ,32.84 ,37.33 ,(0.69),(1.85)
11/30/2026,CUST-000649,Bono,Mass Market,24 ,28 ,Call Centre,Data Plus,0,4.85 ,38 ,16 ,70 ,82.27 ,0,0.00 ,82.27 ,0.00 ,10.92 ,71.35 ,86.73 ,0,NONE,96.96 ,21.22 ,90.25 ,(7.98),(8.84)
11/30/2026,CUST-000681,Volta,SME,47 ,44 ,Agent,Basic,1,1.67 ,45 ,17 ,35 ,40.25 ,0,0.00 ,40.25 ,0.00 ,7.26 ,32.99 ,81.96 ,0,NONE,97.37 ,21.34 ,41.20 ,(0.95),(2.31)
11/30/2026,CUST-000682,Greater Accra,Youth,23 ,35 ,Retail Shop,Premium,1,17.27 ,97 ,17 ,160 ,202.93 ,1,20.56 ,182.37 ,0.00 ,45.37 ,137.00 ,75.12 ,0,CMP-002,98.11 ,33.22 ,200.70 ,(18.33),(9.13)
11/30/2026,CUST-000697,Ahafo,Mass Market,18 ,14 ,Agent,Business,1,5.19 ,75 ,19 ,300 ,320.20 ,1,63.60 ,256.60 ,0.00 ,12.68 ,243.92 ,95.06 ,0,CMP-003,110.25 ,20.89 ,349.02 ,(92.42),(26.48)
11/30/2026,CUST-000741,Upper West,Youth,21 ,29 ,Agent,Premium,1,9.50 ,169 ,12 ,160 ,193.91 ,1,26.29 ,167.62 ,0.00 ,23.33 ,144.29 ,86.08 ,0,CMP-002,103.30 ,11.68 ,201.03 ,(33.41),(16.62)
11/30/2026,CUST-000771,Greater Accra,Youth,46 ,23 ,Corporate Sales,Basic,1,1.70 ,32 ,15 ,35 ,38.99 ,0,0.00 ,38.99 ,0.00 ,7.90 ,31.09 ,79.74 ,0,CMP-002,97.36 ,30.94 ,39.73 ,(0.74),(1.86)
11/30/2026,CUST-000771,Greater Accra,Mass Market,59 ,40 ,Call Centre,Smart,1,1.18 ,35 ,19 ,100 ,105.66 ,0,0.00 ,105.66 ,0.00 ,5.73 ,99.93 ,94.58 ,0,CMP-005,99.21 ,32.82 ,112.72 ,(7.06),(6.26)
11/30/2026,CUST-000776,Central,Youth,18 ,84 ,Digital,Premium,1,17.87 ,222 ,27 ,160 ,217.78 ,0,0.00 ,217.78 ,0.00 ,43.25 ,174.53 ,80.14 ,0,CMP-002,102.71 ,19.05 ,241.59 ,(23.81),(9.86)
11/30/2026,CUST-000781,Greater Accra,Corporate,48 ,51 ,Digital,Data Plus,1,4.35 ,98 ,14 ,70 ,85.24 ,0,0.00 ,85.24 ,0.00 ,10.64 ,74.60 ,87.52 ,0,NONE,98.42 ,32.78 ,84.01 ,1.23 ,1.46 
11/30/2026,CUST-000781,Greater Accra,Youth,61 ,34 ,Partner,Basic,1,8.23 ,62 ,13 ,35 ,61.99 ,0,0.00 ,61.99 ,0.00 ,22.98 ,39.01 ,62.93 ,0,NONE,91.19 ,34.13 ,61.16 ,0.83 ,1.36 
11/30/2026,CUST-000806,Volta,Mass Market,28 ,18 ,Retail Shop,Premium,1,12.87 ,85 ,14 ,160 ,193.61 ,0,0.00 ,193.61 ,0.00 ,34.68 ,158.93 ,82.09 ,0,CMP-004,101.68 ,21.87 ,207.27 ,(13.66),(6.59)
11/30/2026,CUST-000826,Eastern,Youth,27 ,38 ,Retail Shop,Smart,1,5.88 ,124 ,31 ,100 ,120.41 ,0,0.00 ,120.41 ,0.00 ,11.54 ,108.87 ,90.42 ,0,CMP-004,95.70 ,25.15 ,117.64 ,2.77 ,2.35 
11/30/2026,CUST-000836,Central,Professional,23 ,45 ,Agent,Data Plus,1,5.17 ,59 ,18 ,70 ,84.19 ,1,11.34 ,72.85 ,0.00 ,16.06 ,56.79 ,77.95 ,0,NONE,98.65 ,23.34 ,83.25 ,(10.40),(12.49)
11/30/2026,CUST-000855,Bono,Youth,34 ,38 ,Call Centre,Data Plus,1,9.03 ,72 ,13 ,70 ,89.36 ,1,14.27 ,75.09 ,0.00 ,22.48 ,52.61 ,70.06 ,0,CMP-004,105.00 ,20.23 ,98.83 ,(23.74),(24.02)
11/30/2026,CUST-000873,Ashanti,Professional,38 ,19 ,Call Centre,Premium,1,4.90 ,68 ,18 ,160 ,179.19 ,1,39.13 ,140.06 ,0.00 ,16.14 ,123.92 ,88.48 ,0,NONE,100.53 ,30.67 ,181.88 ,(41.82),(22.99)
11/30/2026,CUST-000876,Western,Corporate,31 ,48 ,Agent,Premium,1,8.48 ,106 ,21 ,160 ,189.80 ,0,0.00 ,189.80 ,0.00 ,19.77 ,170.03 ,89.58 ,0,NONE,100.27 ,23.09 ,204.06 ,(14.26),(6.99)
11/30/2026,CUST-000890,Ashanti,Youth,19 ,54 ,Digital,Data Plus,1,2.32 ,94 ,21 ,70 ,79.41 ,1,5.76 ,73.65 ,0.00 ,9.94 ,63.71 ,86.50 ,0,CMP-003,101.48 ,23.92 ,76.93 ,(3.28),(4.26)
11/30/2026,CUST-000910,Volta,Professional,35 ,10 ,Retail Shop,Premium,1,4.23 ,108 ,16 ,160 ,177.55 ,0,0.00 ,177.55 ,0.00 ,13.91 ,163.64 ,92.17 ,0,NONE,109.97 ,23.68 ,179.75 ,(2.20),(1.22)
11/30/2026,CUST-000914,Ashanti,Professional,24 ,84 ,Corporate Sales,Premium,1,1.94 ,74 ,20 ,160 ,166.32 ,1,35.01 ,131.31 ,0.00 ,6.56 ,124.75 ,95.00 ,0,CMP-005,94.75 ,27.08 ,171.51 ,(40.20),(23.44)
11/30/2026,CUST-000917,Ashanti,Mass Market,32 ,21 ,Retail Shop,Data Plus,1,14.16 ,43 ,13 ,70 ,102.45 ,1,8.31 ,94.14 ,0.00 ,34.50 ,59.64 ,63.35 ,0,NONE,99.20 ,28.32 ,112.39 ,(18.25),(16.24)
11/30/2026,CUST-000917,Greater Accra,Youth,34 ,46 ,Corporate Sales,Smart,1,19.21 ,34 ,30 ,100 ,150.72 ,0,0.00 ,150.72 ,0.00 ,28.64 ,122.08 ,81.00 ,0,NONE,96.90 ,31.39 ,157.92 ,(7.20),(4.56)
11/30/2026,CUST-000921,Ashanti,SME,18 ,17 ,Agent,Smart,1,4.25 ,80 ,17 ,100 ,111.89 ,0,0.00 ,111.89 ,0.00 ,13.98 ,97.91 ,87.51 ,0,NONE,94.59 ,26.25 ,124.60 ,(12.71),(10.20)
11/30/2026,CUST-000940,Bono,Youth,35 ,14 ,Digital,Smart,1,4.51 ,152 ,11 ,100 ,115.50 ,0,0.00 ,115.50 ,0.00 ,17.60 ,97.90 ,84.76 ,0,NONE,95.38 ,18.66 ,124.01 ,(8.51),(6.86)
11/30/2026,CUST-000941,Western,Corporate,18 ,23 ,Digital,Premium,1,6.35 ,88 ,15 ,160 ,183.31 ,0,0.00 ,183.31 ,0.00 ,14.02 ,169.29 ,92.35 ,0,NONE,105.73 ,22.45 ,194.90 ,(11.59),(5.95)
11/30/2026,CUST-000946,Upper West,Corporate,41 ,59 ,Partner,Data Plus,1,1.28 ,87 ,22 ,70 ,77.23 ,1,10.96 ,66.27 ,0.00 ,7.40 ,58.87 ,88.83 ,0,CMP-001,101.13 ,21.73 ,81.69 ,(15.42),(18.88)
11/30/2026,CUST-000948,Greater Accra,Youth,40 ,16 ,Call Centre,Business,1,3.33 ,58 ,20 ,300 ,308.60 ,0,0.00 ,308.60 ,0.00 ,9.23 ,299.37 ,97.01 ,0,NONE,97.42 ,32.91 ,308.70 ,(0.10),(0.03)
11/30/2026,CUST-000961,Ashanti,Youth,38 ,80 ,Digital,Data Plus,1,1.90 ,81 ,22 ,70 ,78.96 ,1,14.26 ,64.70 ,0.00 ,7.52 ,57.18 ,88.38 ,0,NONE,93.15 ,28.80 ,85.47 ,(20.77),(24.30)
11/30/2026,CUST-000972,Greater Accra,SME,23 ,23 ,Agent,Data Plus,1,3.76 ,61 ,18 ,70 ,79.93 ,0,0.00 ,79.93 ,0.00 ,13.92 ,66.01 ,82.58 ,0,NONE,99.41 ,30.15 ,87.33 ,(7.40),(8.47)
11/30/2026,CUST-001024,Ashanti,Mass Market,35 ,82 ,Partner,Smart,1,8.83 ,127 ,24 ,100 ,121.61 ,0,0.00 ,121.61 ,0.00 ,20.07 ,101.54 ,83.50 ,0,NONE,98.92 ,26.94 ,127.92 ,(6.31),(4.93)
11/30/2026,CUST-001033,Greater Accra,SME,21 ,7 ,Retail Shop,Premium,1,8.89 ,19 ,16 ,160 ,182.03 ,1,20.14 ,161.89 ,0.00 ,24.15 ,137.74 ,85.08 ,0,NONE,101.37 ,32.35 ,197.88 ,(35.99),(18.19)
11/30/2026,CUST-001056,Volta,Mass Market,53 ,32 ,Digital,Premium,1,11.36 ,99 ,22 ,160 ,194.65 ,1,26.03 ,168.62 ,0.00 ,29.72 ,138.90 ,82.37 ,0,CMP-005,98.86 ,21.21 ,216.63 ,(48.01),(22.16)
11/30/2026,CUST-001065,Ahafo,Youth,46 ,25 ,Call Centre,Premium,1,6.60 ,81 ,18 ,160 ,182.06 ,0,0.00 ,182.06 ,0.00 ,14.77 ,167.29 ,91.89 ,0,NONE,88.84 ,21.07 ,191.79 ,(9.73),(5.07)
11/30/2026,CUST-001097,Upper East,Youth,40 ,44 ,Digital,Business,1,5.92 ,39 ,17 ,300 ,311.92 ,1,31.63 ,280.29 ,0.00 ,15.67 ,264.62 ,94.41 ,0,NONE,100.23 ,17.38 ,314.71 ,(34.42),(10.94)
11/30/2026,CUST-001100,Greater Accra,Mass Market,43 ,42 ,Agent,Premium,1,6.17 ,95 ,16 ,160 ,178.18 ,0,0.00 ,178.18 ,0.00 ,15.70 ,162.48 ,91.19 ,0,CMP-001,102.44 ,34.46 ,195.26 ,(17.08),(8.75)
11/30/2026,CUST-001106,Eastern,Corporate,47 ,13 ,Call Centre,Data Plus,1,2.24 ,119 ,15 ,70 ,81.56 ,0,0.00 ,81.56 ,0.00 ,13.42 ,68.14 ,83.55 ,0,NONE,103.43 ,23.35 ,84.92 ,(3.36),(3.96)
11/30/2026,CUST-001114,Ashanti,Professional,33 ,14 ,Agent,Data Plus,1,3.21 ,75 ,16 ,70 ,81.94 ,0,0.00 ,81.94 ,0.00 ,14.56 ,67.38 ,82.23 ,0,NONE,107.77 ,25.78 ,85.05 ,(3.11),(3.66)
11/30/2026,CUST-001114,Central,Mass Market,46 ,84 ,Retail Shop,Premium,1,11.79 ,89 ,14 ,160 ,180.93 ,1,18.72 ,162.21 ,0.00 ,34.29 ,127.92 ,78.86 ,0,NONE,92.89 ,23.22 ,193.34 ,(31.13),(16.10)
11/30/2026,CUST-001118,Greater Accra,Youth,23 ,33 ,Partner,Smart,1,6.41 ,72 ,10 ,100 ,114.86 ,1,6.71 ,108.15 ,0.00 ,15.16 ,92.99 ,85.98 ,0,NONE,103.65 ,31.16 ,118.21 ,(10.06),(8.51)
11/30/2026,CUST-001137,Upper West,Professional,30 ,17 ,Agent,Data Plus,1,3.20 ,129 ,13 ,70 ,80.79 ,0,0.00 ,80.79 ,0.00 ,14.49 ,66.30 ,82.06 ,0,CMP-003,104.72 ,14.12 ,85.93 ,(5.14),(5.98)
11/30/2026,CUST-001152,Ashanti,Mass Market,36 ,83 ,Corporate Sales,Business,0,4.84 ,73 ,29 ,300 ,313.90 ,0,0.00 ,313.90 ,0.00 ,9.06 ,304.84 ,97.11 ,1,CMP-003,98.23 ,26.27 ,308.67 ,5.23 ,1.69 
11/30/2026,CUST-001158,Ashanti,Corporate,34 ,84 ,Agent,Data Plus,1,2.00 ,48 ,13 ,70 ,76.29 ,0,0.00 ,76.29 ,0.00 ,8.19 ,68.10 ,89.26 ,1,CMP-004,106.61 ,25.40 ,76.23 ,0.06 ,0.08 
11/30/2026,CUST-001170,Central,Professional,61 ,29 ,Corporate Sales,Business,1,7.22 ,72 ,14 ,300 ,320.25 ,0,0.00 ,320.25 ,0.00 ,17.39 ,302.86 ,94.57 ,0,CMP-002,108.15 ,20.93 ,310.85 ,9.40 ,3.02 
11/30/2026,CUST-001173,Greater Accra,Youth,18 ,10 ,Digital,Business,1,26.91 ,131 ,13 ,300 ,360.03 ,0,0.00 ,360.03 ,0.00 ,69.68 ,290.35 ,80.65 ,0,NONE,91.01 ,34.83 ,378.14 ,(18.11),(4.79)
11/30/2026,CUST-001212,Ashanti,SME,43 ,19 ,Digital,Basic,1,4.33 ,46 ,15 ,35 ,50.26 ,0,0.00 ,50.26 ,0.00 ,15.50 ,34.76 ,69.16 ,0,NONE,95.39 ,28.50 ,55.22 ,(4.96),(8.98)
11/30/2026,CUST-001212,Central,Professional,23 ,62 ,Corporate Sales,Basic,0,3.44 ,83 ,11 ,35 ,48.77 ,0,0.00 ,48.77 ,0.00 ,13.06 ,35.71 ,73.22 ,1,NONE,108.66 ,23.66 ,47.05 ,1.72 ,3.66 
11/30/2026,CUST-001228,Volta,Youth,29 ,6 ,Agent,Smart,1,4.48 ,51 ,19 ,100 ,112.30 ,0,0.00 ,112.30 ,0.00 ,11.02 ,101.28 ,90.19 ,0,NONE,98.38 ,20.36 ,111.80 ,0.50 ,0.45 
11/30/2026,CUST-001247,Greater Accra,Mass Market,32 ,53 ,Corporate Sales,Smart,0,2.54 ,67 ,21 ,100 ,107.75 ,0,0.00 ,107.75 ,0.00 ,6.81 ,100.94 ,93.68 ,0,NONE,100.98 ,36.38 ,105.33 ,2.42 ,2.30 
11/30/2026,CUST-001248,Greater Accra,Youth,18 ,51 ,Agent,Smart,1,7.20 ,40 ,24 ,100 ,113.02 ,0,0.00 ,113.02 ,0.00 ,15.53 ,97.49 ,86.26 ,0,CMP-001,105.70 ,28.92 ,109.74 ,3.28 ,2.99 
11/30/2026,CUST-001251,Ashanti,Youth,39 ,22 ,Agent,Premium,1,10.25 ,21 ,18 ,160 ,184.23 ,1,21.12 ,163.11 ,0.00 ,17.54 ,145.57 ,89.25 ,0,NONE,100.98 ,30.42 ,205.39 ,(42.28),(20.59)
11/30/2026,CUST-001286,Ashanti,Youth,18 ,14 ,Digital,Data Plus,1,4.04 ,181 ,22 ,70 ,88.94 ,1,4.75 ,84.19 ,0.00 ,13.87 ,70.32 ,83.53 ,0,CMP-002,98.56 ,22.78 ,97.77 ,(13.58),(13.89)
11/30/2026,CUST-001288,Central,Mass Market,50 ,30 ,Call Centre,Data Plus,1,7.69 ,23 ,29 ,70 ,83.25 ,1,5.75 ,77.50 ,0.00 ,19.78 ,57.72 ,74.48 ,0,CMP-002,104.42 ,24.08 ,87.61 ,(10.11),(11.54)
11/30/2026,CUST-001295,Northern,Mass Market,25 ,66 ,Call Centre,Smart,1,4.67 ,123 ,14 ,100 ,117.95 ,0,0.00 ,117.95 ,0.00 ,10.83 ,107.12 ,90.82 ,0,NONE,106.61 ,19.06 ,124.38 ,(6.43),(5.17)
11/30/2026,CUST-001332,Volta,Professional,18 ,31 ,Digital,Data Plus,1,4.59 ,108 ,17 ,70 ,82.00 ,0,0.00 ,82.00 ,0.00 ,12.58 ,69.42 ,84.66 ,0,NONE,94.98 ,19.83 ,90.48 ,(8.48),(9.37)
11/30/2026,CUST-001343,Eastern,Mass Market,25 ,5 ,Retail Shop,Smart,1,6.43 ,45 ,20 ,100 ,117.55 ,0,0.00 ,117.55 ,0.00 ,19.54 ,98.01 ,83.38 ,0,NONE,92.80 ,20.63 ,127.04 ,(9.49),(7.47)
11/30/2026,CUST-001344,Eastern,Professional,19 ,70 ,Corporate Sales,Business,0,7.97 ,107 ,15 ,300 ,324.05 ,0,0.00 ,324.05 ,0.00 ,24.48 ,299.57 ,92.45 ,1,CMP-002,105.23 ,23.14 ,313.33 ,10.72 ,3.42 
11/30/2026,CUST-001351,Greater Accra,Corporate,37 ,31 ,Retail Shop,Basic,1,6.50 ,15 ,16 ,35 ,50.02 ,1,3.03 ,46.99 ,0.00 ,12.50 ,34.49 ,73.40 ,0,CMP-003,96.75 ,35.15 ,55.13 ,(8.14),(14.77)
11/30/2026,CUST-001361,Volta,Youth,37 ,29 ,Digital,Smart,1,4.87 ,15 ,16 ,100 ,111.86 ,0,0.00 ,111.86 ,0.00 ,12.80 ,99.06 ,88.56 ,0,CMP-005,95.00 ,22.22 ,122.12 ,(10.26),(8.40)
11/30/2026,CUST-001382,Eastern,Professional,27 ,84 ,Agent,Basic,1,1.36 ,87 ,19 ,35 ,42.06 ,0,0.00 ,42.06 ,0.00 ,7.83 ,34.23 ,81.38 ,0,NONE,105.60 ,23.14 ,46.35 ,(4.29),(9.26)
11/30/2026,CUST-001389,Volta,SME,43 ,12 ,Retail Shop,Premium,1,5.80 ,132 ,17 ,160 ,177.23 ,0,0.00 ,177.23 ,0.00 ,17.65 ,159.58 ,90.04 ,0,CMP-001,95.19 ,20.55 ,186.08 ,(8.85),(4.76)
11/30/2026,CUST-001423,Greater Accra,Youth,27 ,36 ,Digital,Data Plus,1,6.23 ,91 ,22 ,70 ,89.81 ,0,0.00 ,89.81 ,0.00 ,13.92 ,75.89 ,84.50 ,0,NONE,103.87 ,32.16 ,95.90 ,(6.09),(6.35)
11/30/2026,CUST-001427,Volta,SME,19 ,46 ,Digital,Data Plus,0,9.85 ,133 ,18 ,70 ,102.25 ,0,0.00 ,102.25 ,0.00 ,18.85 ,83.40 ,81.56 ,0,NONE,103.66 ,18.45 ,109.92 ,(7.67),(6.98)
11/30/2026,CUST-001428,Ashanti,Mass Market,36 ,26 ,Digital,Data Plus,1,10.13 ,17 ,27 ,70 ,95.22 ,0,0.00 ,95.22 ,0.00 ,19.05 ,76.17 ,79.99 ,1,CMP-004,93.94 ,24.87 ,100.15 ,(4.93),(4.92)
11/30/2026,CUST-001432,Greater Accra,Mass Market,27 ,21 ,Retail Shop,Basic,1,2.21 ,83 ,20 ,35 ,43.16 ,1,8.61 ,34.55 ,0.00 ,10.80 ,23.75 ,68.74 ,0,CMP-005,101.26 ,30.51 ,45.90 ,(11.35),(24.73)
11/30/2026,CUST-001442,Greater Accra,Mass Market,29 ,31 ,Digital,Smart,1,1.76 ,40 ,14 ,100 ,104.44 ,1,13.83 ,90.61 ,0.00 ,10.18 ,80.43 ,88.77 ,0,NONE,109.61 ,29.74 ,110.22 ,(19.61),(17.79)
11/30/2026,CUST-001459,Eastern,Mass Market,52 ,24 ,Call Centre,Data Plus,1,1.97 ,95 ,27 ,70 ,81.30 ,0,0.00 ,81.30 ,0.00 ,8.15 ,73.15 ,89.98 ,0,NONE,104.34 ,24.48 ,88.45 ,(7.15),(8.08)
11/30/2026,CUST-001489,Upper West,Corporate,36 ,25 ,Digital,Smart,1,6.09 ,53 ,17 ,100 ,114.41 ,0,0.00 ,114.41 ,0.00 ,17.14 ,97.27 ,85.02 ,0,NONE,100.47 ,19.79 ,120.56 ,(6.15),(5.10)
11/30/2026,CUST-001502,Northern,Professional,45 ,84 ,Agent,Premium,1,5.13 ,105 ,19 ,160 ,180.42 ,0,0.00 ,180.42 ,0.00 ,13.66 ,166.76 ,92.43 ,0,NONE,102.51 ,20.36 ,173.47 ,6.95 ,4.01 
11/30/2026,CUST-001506,Central,Mass Market,36 ,64 ,Retail Shop,Basic,1,0.90 ,87 ,24 ,35 ,40.67 ,0,0.00 ,40.67 ,0.00 ,8.75 ,31.92 ,78.49 ,0,NONE,103.19 ,19.86 ,41.23 ,(0.56),(1.36)
11/30/2026,CUST-001525,Ahafo,Youth,39 ,12 ,Call Centre,Smart,1,3.62 ,105 ,14 ,100 ,110.26 ,0,0.00 ,110.26 ,0.00 ,12.26 ,98.00 ,88.88 ,0,CMP-003,104.20 ,23.26 ,122.30 ,(12.04),(9.84)
11/30/2026,CUST-001528,Central,SME,36 ,43 ,Agent,Premium,1,3.81 ,69 ,17 ,160 ,170.74 ,0,0.00 ,170.74 ,0.00 ,12.54 ,158.20 ,92.66 ,0,CMP-001,94.23 ,21.92 ,174.03 ,(3.29),(1.89)
11/30/2026,CUST-001534,Ashanti,Mass Market,18 ,22 ,Digital,Smart,1,7.36 ,44 ,26 ,100 ,116.43 ,0,0.00 ,116.43 ,0.00 ,14.51 ,101.92 ,87.54 ,0,NONE,97.26 ,27.33 ,127.35 ,(10.92),(8.57)
11/30/2026,CUST-001540,Ahafo,Youth,24 ,9 ,Digital,Data Plus,1,1.57 ,19 ,14 ,70 ,74.89 ,1,13.74 ,61.15 ,0.00 ,7.67 ,53.48 ,87.46 ,0,NONE,106.81 ,20.99 ,75.41 ,(14.26),(18.91)
11/30/2026,CUST-001560,Greater Accra,Professional,49 ,64 ,Agent,Smart,1,3.19 ,40 ,17 ,100 ,107.26 ,1,8.08 ,99.18 ,0.00 ,10.92 ,88.26 ,88.99 ,0,CMP-003,89.46 ,33.12 ,115.59 ,(16.41),(14.20)
11/30/2026,CUST-001565,Central,Mass Market,27 ,27 ,Call Centre,Data Plus,1,1.47 ,137 ,13 ,70 ,80.28 ,0,0.00 ,80.28 ,0.00 ,7.38 ,72.90 ,90.81 ,0,NONE,103.10 ,24.57 ,77.47 ,2.81 ,3.63 
11/30/2026,CUST-001600,Greater Accra,Mass Market,29 ,22 ,Call Centre,Data Plus,1,1.23 ,155 ,20 ,70 ,77.19 ,0,0.00 ,77.19 ,0.00 ,10.18 ,67.01 ,86.81 ,0,NONE,104.03 ,31.93 ,79.37 ,(2.18),(2.75)
11/30/2026,CUST-001610,Western,Youth,32 ,7 ,Partner,Basic,1,1.07 ,37 ,19 ,35 ,38.71 ,0,0.00 ,38.71 ,0.00 ,7.58 ,31.13 ,80.42 ,0,NONE,97.90 ,20.50 ,38.12 ,0.59 ,1.55 
11/30/2026,CUST-001613,Eastern,Mass Market,64 ,68 ,Agent,Basic,0,3.72 ,51 ,20 ,35 ,45.44 ,1,5.86 ,39.58 ,0.00 ,11.34 ,28.24 ,71.35 ,0,NONE,99.97 ,23.64 ,44.89 ,(5.31),(11.83)
11/30/2026,CUST-001638,Eastern,Mass Market,24 ,47 ,Agent,Premium,1,23.33 ,10 ,16 ,160 ,206.07 ,0,0.00 ,206.07 ,0.00 ,37.56 ,168.51 ,81.77 ,0,NONE,109.53 ,21.58 ,199.02 ,7.05 ,3.54 
11/30/2026,CUST-001638,Volta,SME,38 ,20 ,Digital,Data Plus,1,2.81 ,20 ,14 ,70 ,78.17 ,0,0.00 ,78.17 ,0.00 ,8.12 ,70.05 ,89.61 ,0,CMP-001,102.26 ,21.29 ,83.84 ,(5.67),(6.76)
11/30/2026,CUST-001650,Greater Accra,SME,29 ,39 ,Corporate Sales,Data Plus,1,5.82 ,64 ,18 ,70 ,87.94 ,0,0.00 ,87.94 ,0.00 ,15.37 ,72.57 ,82.52 ,0,NONE,108.08 ,34.63 ,97.79 ,(9.85),(10.07)
11/30/2026,CUST-001669,Upper East,SME,41 ,17 ,Digital,Premium,1,9.14 ,129 ,20 ,160 ,182.04 ,1,22.13 ,159.91 ,0.00 ,18.54 ,141.37 ,88.41 ,0,CMP-003,90.76 ,18.24 ,198.24 ,(38.33),(19.34)
11/30/2026,CUST-001681,Northern,SME,45 ,34 ,Agent,Smart,1,3.73 ,53 ,23 ,100 ,114.57 ,0,0.00 ,114.57 ,0.00 ,10.72 ,103.85 ,90.64 ,0,NONE,95.63 ,21.19 ,117.98 ,(3.41),(2.89)
11/30/2026,CUST-001684,Western,Youth,30 ,41 ,Digital,Smart,1,10.96 ,285 ,19 ,100 ,136.61 ,0,0.00 ,136.61 ,0.00 ,35.60 ,101.01 ,73.94 ,0,NONE,107.72 ,24.74 ,149.30 ,(12.69),(8.50)
11/30/2026,CUST-001731,Northern,Professional,23 ,12 ,Digital,Data Plus,1,2.83 ,76 ,25 ,70 ,80.67 ,1,15.39 ,65.28 ,0.00 ,8.79 ,56.49 ,86.53 ,0,CMP-004,96.90 ,18.50 ,85.17 ,(19.89),(23.35)
11/30/2026,CUST-001732,Central,SME,29 ,60 ,Digital,Basic,1,0.65 ,108 ,12 ,35 ,42.55 ,0,0.00 ,42.55 ,0.00 ,6.93 ,35.62 ,83.71 ,0,NONE,100.83 ,21.12 ,44.41 ,(1.86),(4.19)
